zip,lat,lng,city,state_id,state_name,population,density,county_fips,county_name,timezone
08701,40.07635,-74.20311,Lakewood,NJ,New Jersey,134008,2091.7,34029,Ocean,America/New_York
41042,38.98595,-84.64906,Florence,KY,Kentucky,55347,966.3,21015,Boone,America/New_York
48601,43.40096,-83.8952,Saginaw,MI,Michigan,32172,119.1,26145,Saginaw,America/Detroit
48640,43.58394,-84.33648,Midland,MI,Michigan,32723,120.2,26111,Midland,America/Detroit
48858,43.61483,-84.79576,Mount Pleasant,MI,Michigan,43036,95.3,26073,Isabella,America/Detroit
48911,42.67351,-84.57285,Lansing,MI,Michigan,40755,907.7,26065,Ingham,America/Detroit
76017,32.66223,-97.16237,Arlington,TX,Texas,46361,1753.8,48439,Tarrant,America/Chicago
76021,32.8523,-97.13128,Bedford,TX,Texas,34858,1854.9,48439,Tarrant,America/Chicago
76051,32.94192,-97.07888,Grapevine,TX,Texas,50303,871.3,48439,Tarrant,America/Chicago
76063,32.56913,-97.14376,Mansfield,TX,Texas,80101,618.1,48439,Tarrant,America/Chicago
76106,32.81417,-97.35209,Fort Worth,TX,Texas,37777,1007.5,48439,Tarrant,America/Chicago
76117,32.80374,-97.26766,Haltom City,TX,Texas,32692,1159.9,48439,Tarrant,America/Chicago
76248,32.92988,-97.22972,Keller,TX,Texas,40130,978.4,48439,Tarrant,America/Chicago
49201,42.25213,-84.38301,Jackson,MI,Michigan,49509,123.3,26075,Jackson,America/Detroit
49423,42.73964,-86.09015,Holland,MI,Michigan,46467,230.4,26005,Allegan,America/Detroit
49505,42.9984,-85.63699,Grand Rapids,MI,Michigan,32325,1425.4,26081,Kent,America/Detroit
08861,40.52087,-74.27397,Perth Amboy,NJ,New Jersey,58136,4402.1,34023,Middlesex,America/New_York
08901,40.48426,-74.44275,New Brunswick,NJ,New Jersey,56870,3503.9,34023,Middlesex,America/New_York
10009,40.72639,-73.97865,New York,NY,New York,58418,36572.9,36061,New York,America/New_York
10011,40.74173,-74.00037,New York,NY,New York,50772,30272.6,36061,New York,America/New_York
10024,40.78534,-73.97138,New York,NY,New York,62774,27381.4,36061,New York,America/New_York
10035,40.79538,-73.92965,New York,NY,New York,38595,10608.7,36061,New York,America/New_York
01040,42.21251,-72.64109,Holyoke,MA,Massachusetts,38210,697.1,25013,Hampden,America/New_York
01453,42.51961,-71.76583,Leominster,MA,Massachusetts,43550,637.9,25027,Worcester,America/New_York
43229,40.08569,-82.97636,Columbus,OH,Ohio,55168,2356.8,39049,Franklin,America/New_York
43302,40.59995,-83.12967,Marion,OH,Ohio,55090,109.1,39101,Marion,America/New_York
43402,41.40957,-83.65389,Bowling Green,OH,Ohio,31472,109.8,39173,Wood,America/New_York
43615,41.65045,-83.67255,Toledo,OH,Ohio,39405,922.9,39095,Lucas,America/New_York
44035,41.36539,-82.13025,Elyria,OH,Ohio,62050,503.7,39093,Lorain,America/New_York
44052,41.45519,-82.16133,Lorain,OH,Ohio,28264,1149.0,39093,Lorain,America/New_York
44060,41.67742,-81.32806,Mentor,OH,Ohio,59932,579.5,39085,Lake,America/New_York
44105,41.45069,-81.63032,Cleveland,OH,Ohio,33667,1458.4,39035,Cuyahoga,America/New_York
44107,41.48263,-81.80025,Lakewood,OH,Ohio,50676,3637.0,39035,Cuyahoga,America/New_York
34741,28.30544,-81.42567,Kissimmee,FL,Florida,54464,1404.2,12097,Osceola,America/New_York
34952,27.2969,-80.29748,Port Saint Lucie,FL,Florida,41779,654.8,12111,St. Lucie,America/New_York
35244,33.35205,-86.8267,Birmingham,AL,Alabama,36783,595.4,01117,Shelby,America/Chicago
35401,33.179,-87.61586,Tuscaloosa,AL,Alabama,39168,377.1,01125,Tuscaloosa,America/Chicago
35601,34.60616,-87.00795,Decatur,AL,Alabama,34817,507.5,01103,Morgan,America/Chicago
35630,34.82526,-87.66018,Florence,AL,Alabama,33252,507.9,01077,Lauderdale,America/Chicago
28110,35.06552,-80.52781,Monroe,NC,North Carolina,54577,165.4,37179,Union,America/New_York
28205,35.22019,-80.78737,Charlotte,NC,North Carolina,51160,1670.1,37119,Mecklenburg,America/New_York
10550,40.90627,-73.8351,Mount Vernon,NY,New York,40073,7782.0,36119,Westchester,America/New_York
10701,40.94702,-73.88034,Yonkers,NY,New York,68032,5998.2,36119,Westchester,America/New_York
10801,40.91751,-73.78396,New Rochelle,NY,New York,41724,4703.6,36119,Westchester,America/New_York
58103,46.85639,-96.82234,Fargo,ND,North Dakota,48577,1637.3,38017,Cass,America/Chicago
